Site;Layer LTE;LTE detail;CelleLTE_Configurate;Admnistrative_State;Baseband 5216;Baseband 6620;Baseband 6630;Baseband R503;Presenza Baseband;DUS3101;DUS3102;DUS4101;DUS4102;Presenza DUS;#Radio;#RRU;#RU;BB/DU Presenti;0
MZB8;4;L8L18L21L26;12;6;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;5;;;BB6630;
MZCB;4;L8L18L21L26;12;12;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;11;;;BB6630;
MZCE;4;L8L18L21L26;12;12;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;10;;;BB6630;
MZD3;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
MZD7;4;L8L18L21L26;12;12;;;2;;#2 Baseband 6630;;;;;;10;;;BB6630;
MZE1;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
MZE2;3;L8L18L21;9;0;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
MZEE;4;L8L18L21L26;12;12;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;11;;;BB6630;
MZF2;4;L8L18L21L26;15;15;;;2;;#2 Baseband 6630;;;;;;10;;;BB6630;
MZF3;4;L8L18L21L26;12;12;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;10;;;BB6630;
MZF6;2;L18L26;8;8;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;;;16;BB5216+R503;
MZF7;4;L8L18L21L26;12;12;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;10;;;BB6630;
MZF9;2;L18L26;4;4;;;1;;#1 Baseband 6630;;;;;;;;4;BB6630;
NA01;2;L18L26;3;3;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
NA02;2;L18L21;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
NA03;2;L18L21;4;4;;;1;;#1 Baseband 6630;;;;;;4;;;BB6630;
NA05;2;L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;2;2;;BB6630;
NA06;3;L8L18L26;10;10;;;1;;#1 Baseband 6630;;;;;;3;;8;BB6630;
NA07;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;3;9;;BB6630;
NA08;3;L8L18L26;6;6;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;2;6;;BB5216+R503;
NA09;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;6;;DUS41;
NA0C;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;2;2;;DUS41;
NA10;4;L8L18L21L26;12;12;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;7;3;;BB5216+R503;
NA11;3;L8L18L26;9;9;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;3;9;;BB5216+R503;
NA12;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;;;5;BB5216;
NA14;4;L8L18L21L26;5;5;;;2;;#2 Baseband 6630;;;;;;4;;;BB6630;
NA15;3;L8L18L26;9;9;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;4;5;;BB5216+R503;
NA16;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;3;9;;BB6630;
NA17;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;;9;;BB6630;
NA18;4;L8L15L18L26;15;15;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;9;3;;BB5216+R503;
NA19;4;L8L15L18L26;21;21;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;13;5;;BB5216+R503;
NA1A;2;L18L26;4;4;;;;;;;;1;;#1 DUS4101;2;2;;DUS41;
NA1B;2;L8L18;4;4;;;;;;;;;1;#1 DUS4102;;;8;DUS41;
NA1D;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
NA20;4;L8L15L18L26;12;12;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;6;9;;BB5216+R503;
NA21;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
NA22;1;L18;1;1;;;;;;;;1;;#1 DUS4101;;;2;DUS41;
NA23;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;4;3;;BB6630;
NA24;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
NA25;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;4;3;;BB6630;
NA26;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;3;9;;BB6630;
NA27;3;L8L18L21;6;6;;;1;;#1 Baseband 6630;;;;;;4;2;;BB6630;
NA29;3;L8L18L21;6;6;;;1;;#1 Baseband 6630;;;;;;4;;4;BB6630;
NA2B;1;L8;1;1;;;1;;#1 Baseband 6630;;;;;;1;;;BB6630;
NA30;3;L8L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;4;;4;BB6630;
NA32;3;L8L18L26;9;9;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;3;6;;BB5216+R503;
NA34;3;L8L18L26;9;9;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;3;9;;BB5216+R503;
NA35;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;6;;DUS41;
NA36;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;6;3;;BB6630;
NA37;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;3;9;;BB6630;
NA38;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
NA39;3;L8L18L26;10;10;;;1;;#1 Baseband 6630;;;;;;3;3;2;BB6630;
NA3A;2;L18L21;4;4;;;;;;;;;1;#1 DUS4102;3;;2;DUS41;
NA3D;3;L8L18L26;8;8;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;3;;10;BB5216+R503;
NA40;4;L8L15L18L26;10;10;;;1;;#1 Baseband 6630;;;;;;1;9;;BB6630;
NA42;2;L18L26;5;5;;;;;;;;1;;#1 DUS4101;;;10;DUS41;
NA43;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
NA44;3;L8L18L26;9;9;;;;;;;;1;1;#1 DUS4101 #1 DUS4102;;12;;DUS41;
NA45;4;L8L18L21L26;8;8;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;4;;8;BB5216+R503;
NA46;2;L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;2;2;;BB6630;
NA47;1;L18;2;2;;;;;;;;1;;#1 DUS4101;;4;;DUS41;
NA48;2;L18L26;5;5;;;;;;;;1;;#1 DUS4101;;8;;DUS41;
NA4B;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
NA4C;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
NA50;3;L8L18L26;8;8;1;;;;#1 Baseband 5216;;;;;;4;2;;BB5216;
NA53;3;L8L18L21;6;6;;;1;;#1 Baseband 6630;;;;;;4;;;BB6630;
NA54;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;;4;;DUS41;
NA56;4;L8L15L18L26;15;15;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;9;3;;BB5216+R503;
NA57;4;L8L15L18L26;5;5;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;3;1;;BB5216+R503;
NA5A;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
NA61;1;L18;1;1;;;;;;;;1;;#1 DUS4101;;;2;DUS41;
NA62;2;L18L26;4;4;1;;;;#1 Baseband 5216;;;;;;4;;;BB5216;
NA63;2;L8L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
NA64;4;L8L18L21L26;12;12;;;1;;#1 Baseband 6630;;;;;;9;3;;BB6630;
NA65;1;L18;1;1;;;;;;;;1;;#1 DUS4101;;;2;DUS41;
NA67;1;L18;1;1;;;;;;1;;;;#1 DUS3101;;;2;DUS31;
NA69;2;L18L26;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
NA6A;2;L18L26;4;4;1;;;;#1 Baseband 5216;;;;;;4;;;BB5216;
NA6B;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
NA6C;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
NA6D;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;6;;DUS41;
NA6E;2;L8L18;2;2;1;;;;#1 Baseband 5216;;;;;;1;;2;BB5216;
NA6F;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
NA70;1;L18;2;2;;;1;;#1 Baseband 6630;;;;;;;2;;BB6630;
NA72;1;L18;3;3;;;;;;;;;1;#1 DUS4102;;3;;DUS41;
NA73;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
NA74;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;9;;DUS41;
NA75;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;3;6;;BB6630;
NA76;2;L18L26;7;5;;;1;;#1 Baseband 6630;;;;;;;5;;BB6630;
NA77;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
NA78;3;L8L18L26;8;8;;;1;;#1 Baseband 6630;;;;;;4;;4;BB6630;
NA79;1;L18;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
NA7B;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
NA7E;2;L8L18;8;8;;;1;;#1 Baseband 6630;;;;;;8;;;BB6630;
NA81;3;L8L18L26;9;9;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;3;9;;BB5216+R503;
NA82;2;L18L26;6;6;;;;;;;;1;;#1 DUS4101;2;2;;DUS41;
NA83;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;3;9;;BB6630;
NA84;1;L18;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
NA85;3;L8L18L26;11;11;;;;;;;;2;;#2 DUS4101;;8;;DUS41;
NA86;3;L8L18L26;10;10;;;1;;#1 Baseband 6630;;;;;;2;6;;BB6630;
NA89;4;L8L18L21L26;8;8;;;2;;#2 Baseband 6630;;;;;;7;;;BB6630;
NA8D;2;L18L26;6;6;;;;;;;;1;;#1 DUS4101;3;6;;DUS41;
NA90;2;L18L26;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
NA92;5;L8L15L18L21L26;10;10;;;2;;#2 Baseband 6630;;;;;;10;;;BB6630;
NA93;2;L8L18;3;3;;;;;;;;1;;#1 DUS4101;2;2;;DUS41;
NA94;3;L8L18L26;9;9;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;3;6;;BB5216+R503;
NA95;3;L8L18L26;3;3;;;1;;#1 Baseband 6630;;;;;;2;;2;BB6630;
NA96;2;L18L21;4;4;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
NA97;3;L18L21L26;3;3;;;1;;#1 Baseband 6630;;;;;;2;;2;BB6630;
NA98;2;L18L21;4;4;;;;;;;;1;;#1 DUS4101;2;;4;DUS41;
NA9B;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
NA9C;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
NA9E;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
NA9F;3;L8L18L26;8;8;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;5;;6;BB5216+R503;
NAA4;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
NAA6;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
NAA7;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;6;;DUS41;
NAAA;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
NAAF;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
NAB0;5;L8L15L18L21L26;10;10;;;2;;#2 Baseband 6630;;;;;;10;;;BB6630;
NAB1;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;6;;DUS41;
NAB4;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
NAB6;1;L18;2;2;;;;;;;;1;;#1 DUS4101;;2;;DUS41;
NAB7;3;L18L21L26;9;9;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
NABC;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
NAC1;2;L18L21;4;2;1;;;;#1 Baseband 5216;;;;;;;;8;BB5216;
NAC2;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
NAC3;3;L18L21L26;9;9;;;2;;#2 Baseband 6630;;;;;;6;;;BB6630;
NAC4;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;5;6;;BB6630;
NAC5;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
NAC6;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;;;8;DUS41;
NAC7;2;L18L21;4;4;;;;;;;;1;;#1 DUS4101;2;;4;DUS41;
NACD;1;L18;10;10;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;10;;;BB5216+R503;
NACF;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
NAD0;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;3;;12;BB6630;
NAD1;2;L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;;3;6;BB6630;
NAD3;3;L8L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;2;;8;BB6630;
NAD4;3;L8L18L26;9;9;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;3;;12;BB5216+R503;
NAD5;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
NAD7;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
NADB;3;L8L18L26;9;9;;;;;;;;2;;#2 DUS4101;;6;6;DUS41;
NADF;2;L18L21;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
NAE0;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
NAE3;4;L8L18L21L26;12;12;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;9;;;BB6630;
NAE4;2;L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
NAE5;2;L18L26;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
NAE6;4;L8L18L21L26;12;12;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;9;;;BB6630;
NAE7;3;L18L21L26;9;9;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
NAEA;3;L8L18L21;3;3;1;;;;#1 Baseband 5216;;;;;;2;;2;BB5216;
NAF2;3;L8L18L26;8;8;;;1;;#1 Baseband 6630;;;;;;3;2;;BB6630;
NAF4;1;L18;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
NAF5;1;L18;3;1;1;;;;#1 Baseband 5216;;;;;;1;;;BB5216;
NAF7;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
NAF9;3;L8L18L26;12;12;;;;;;;;2;;#2 DUS4101;3;3;6;DUS41;
NAFA;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;3;6;;BB6630;
NAFD;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
NK01;3;L8L18L26;9;9;;;;;;;;;2;#2 DUS4102;;9;;DUS41;
NK02;1;L18;3;3;;;;;;;;;1;#1 DUS4102;;3;;DUS41;
NK04;2;L18L26;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
NK05;3;L8L18L26;7;7;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;7;;;BB5216+R503;
NK06;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;3;6;DUS41;
NK07;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;;;6;BB6630;
NK08;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
NK09;1;L18;1;1;1;;;;#1 Baseband 5216;;;;;;1;;;BB5216;
NK10;2;L18L26;9;9;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
NK15;2;L18L26;6;6;;;;;;;;;1;#1 DUS4102;;3;6;DUS41;
NK16;4;L8L15L18L26;11;11;;;1;;#1 Baseband 6630;;;;;;4;7;;BB6630;
NK19;3;L8L18L26;8;8;;;;;;;;;2;#2 DUS4102;1;7;;DUS41;
NK20;2;L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;3;;6;BB6630;
NK26;2;L18L26;5;5;;;;;;;;;1;#1 DUS4102;;5;;DUS41;
NK27;2;L18L26;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
NK28;3;L8L18L26;7;7;;;;;;;;;2;#2 DUS4102;;7;;DUS41;
NK29;4;L8L18L21L26;11;11;;;2;;#2 Baseband 6630;;;;;;10;;;BB6630;
NK33;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;6;;DUS41;
NK45;1;L18;3;3;;;;;;;;;1;#1 DUS4102;;3;;DUS41;
NK47;3;L8L18L26;11;11;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;3;;10;BB5216+R503;
NK53;2;L18L26;15;15;1;;;2;#1 Baseband 5216 #2 Baseband R503;;;;;;;15;;BB5216+R503;
NK57;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
NK58;2;L18L26;5;5;;;;;;;;;1;#1 DUS4102;;5;;DUS41;
NK60;3;L8L18L21;6;6;;;1;;#1 Baseband 6630;;;;;;4;;;BB6630;
NK64;2;L18L26;6;6;;;;;;;;;1;#1 DUS4102;3;;6;DUS41;
NK65;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
NK66;2;L18L26;3;3;;;;;;;;;1;#1 DUS4102;2;;;DUS41;
NK67;1;L18;3;3;;;;;;;;;1;#1 DUS4102;;3;;DUS41;
NK68;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
NK69;2;L18L26;4;4;;;;;;;;1;;#1 DUS4101;2;2;;DUS41;
NK70;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;3;3;;DUS41;
NK71;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
NK72;2;L18L26;4;4;;;1;;#1 Baseband 6630;;;;;;;4;;BB6630;
NK73;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;3;;12;BB6630;
NK75;2;L18L26;3;3;;;;;;;;;1;#1 DUS4102;;3;;DUS41;
NK79;3;L8L18L26;6;6;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;;6;;BB5216+R503;
NK80;2;L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;3;;6;BB6630;
NK83;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;6;;6;BB6630;
NK84;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
NK85;2;L18L26;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
NK88;2;L8L18;5;5;;;1;;#1 Baseband 6630;;;;;;;;10;BB6630;
NK90;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
NK95;3;L8L18L26;9;9;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;3;;12;BB5216+R503;
NO01;4;L8L18L21L26;12;12;;;1;;#1 Baseband 6630;;;;;;6;6;;BB6630;
NO02;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;6;3;;BB6630;
NO03;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;3;3;;BB6630;
NO04;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
NO05;4;L8L18L21L26;12;12;;;1;;#1 Baseband 6630;;;;;;3;9;;BB6630;
NO06;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;5;1;;DUS41;
NO07;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
NO08;2;L8L18;4;4;;;1;;#1 Baseband 6630;;;;;;4;;;BB6630;
NO09;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
NO0A;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
NO0B;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;9;;;BB6630;
NO0C;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
NO0D;2;L18L21;6;6;1;;;;#1 Baseband 5216;;;;;;3;2;;BB5216;
NO0E;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;3;6;;BB6630;
NO0F;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
NO10;1;L8;3;3;;;;;;;;;1;#1 DUS4102;;3;;DUS41;
NO11;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
NO12;2;L8L21;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
NO13;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
NO14;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
NO15;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
NO16;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
NO17;2;L18L21;6;6;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
NO18;2;L8L18;4;4;;;;;;;;;1;#1 DUS4102;2;2;;DUS41;
NO19;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;3;6;;BB6630;
NO1A;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
NO1B;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
NO1D;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
NO1E;2;L18L21;6;6;;;1;;#1 Baseband 6630;;;;;;;3;6;BB6630;
NO1F;3;L8L18L21;6;6;;;1;;#1 Baseband 6630;;;;;;4;;;BB6630;
NO20;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;3;9;;BB6630;
NO21;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
NO22;4;L8L18L21L26;12;12;;;1;;#1 Baseband 6630;;;;;;6;9;;BB6630;
NO23;2;L8L18;2;2;;;;;;;;1;;#1 DUS4101;1;1;;DUS41;
NO24;2;L18L21;4;4;;;;;;;;;1;#1 DUS4102;3;3;;DUS41;
NO26;1;L18;1;1;;;1;;#1 Baseband 6630;;;;;;1;;;BB6630;
NO27;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;8;;;BB6630;
NO28;1;L8;3;3;;;;;;;;;1;#1 DUS4102;;3;;DUS41;
NO2B;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
NO2C;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
NO2D;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
NO2E;2;L8L21;6;6;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
NO2F;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;;;6;BB5216;
NO31;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
NO32;2;L8L18;4;4;;;1;;#1 Baseband 6630;;;;;;4;;;BB6630;
NO33;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
NO34;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
NO35;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
NO36;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;3;6;;BB6630;
NO38;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
NO39;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;;;4;BB5216;
NO3A;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
NO3B;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
NO3C;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;;;6;BB5216;
NO3D;3;L8L18L21;7;7;;;1;;#1 Baseband 6630;;;;;;3;;12;BB6630;
NO3E;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
NO40;2;L8L18;4;4;;;1;;#1 Baseband 6630;;;;;;2;2;;BB6630;
NO41;2;L8L18;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
NO42;3;L8L18L21;7;7;;;1;;#1 Baseband 6630;;;;;;3;6;;BB6630;
NO43;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
NO44;3;L8L18L21;7;7;;;1;;#1 Baseband 6630;;;;;;3;9;;BB6630;
NO45;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;6;;DUS41;
NO46;1;L18;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
NO47;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
NO48;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
NO4A;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
NO4B;2;L18L21;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
NO4C;1;L18;3;3;;;;;;;;;1;#1 DUS4102;;;6;DUS41;
NO4D;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
NO4E;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
NO4F;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
NO50;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
NO51;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;;;4;BB5216;
NO52;4;L8L18L21L26;8;8;;;2;;#2 Baseband 6630;;;;;;7;;;BB6630;
NO54;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
NO55;3;L8L18L21;7;7;;;1;;#1 Baseband 6630;;;;;;3;6;;BB6630;
NO56;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;3;3;;DUS41;
NO57;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
NO58;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
NO59;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;2;;DUS41;
NO5A;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
NO5B;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
NO5C;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
NO5D;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
NO60;1;L8;2;2;;;;;;;;;1;#1 DUS4102;;;4;DUS41;
NO61;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
NO62;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
NO64;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
NO66;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;3;3;;BB6630;
NO68;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
